Conc1	6.4E-11	
Start1	690.04	
Stop1	2789.83	
Kobs		
Error Kobs		
Koff		
Error Koff		
Time1	Data1	Fit1	
845.44	0.00249395		
845.64	0.00227854		
845.84	0.00293736		
846.04	0.00285011		
846.24	0.00278302		
846.44	0.0026935		
846.64	0.00275681		
846.84	0.00296772		
847.04	0.00307414		
847.24	0.00341547		
847.44	0.00371678		
847.64	0.00386329		
847.84	0.00463581		
848.04	0.00436721		
848.24	0.00437374		
848.44	0.00453727		
848.64	0.00460592		
848.84	0.0050746		
849.04	0.00518909		
849.24	0.00538336		
849.44	0.00518199		
849.64	0.00488474		
849.84	0.00488467		
850.04	0.00455329		
850.24	0.00433202		
850.44	0.00406245		
850.64	0.0037607		
850.84	0.00362806		
851.04	0.00359165		
851.24	0.00311345		
851.44	0.00262369		
851.64	0.00256525		
851.84	0.00236945		
852.04	0.00169814		
852.24	0.00159966		
852.44	0.00178977		
852.64	0.00182147		
852.84	0.00180167		
853.04	0.00194702		
853.24	0.00231311		
853.44	0.00290876		
853.64	0.00326355		
853.84	0.00305956		
854.04	0.00290799		
854.24	0.00290486		
854.44	0.00290941		
854.64	0.00340315		
854.84	0.00352979		
855.04	0.00327599		
855.24	0.00278164		
855.44	0.00270249		
855.64	0.00277137		
855.84	0.00279698		
856.04	0.00286228		
856.24	0.00315013		
856.44	0.00353001		
856.64	0.00328639		
856.84	0.00376096		
857.04	0.00393804		
857.24	0.00401947		
857.44	0.00452333		
857.64	0.00400885		
857.84	0.00287579		
858.04	0.00267038		
858.24	0.00247343		
858.44	0.00235106		
858.64	0.00258672		
858.84	0.00202793		
859.04	0.00174606		
859.24	0.0020026		
859.44	0.00220058		
859.64	0.002244		
859.84	0.0027466		
860.04	0.00327173		
860.24	0.00360103		
860.44	0.00374286		
860.64	0.00379056		
860.84	0.00383806		
861.04	0.00362279		
861.24	0.00383324		
861.44	0.00398832		
861.64	0.00365555		
861.84	0.00302128		
862.04	0.00360997		
862.24	0.00301073		
862.44	0.00277233		
862.64	0.00259066		
862.84	0.00248917		
863.04	0.00290649		
863.24	0.0030993		
863.44	0.00332049		
863.64	0.00314769		
863.84	0.00335246		
864.04	0.00370969		
864.24	0.00357956		
864.44	0.00365279		
864.64	0.00359528		
864.84	0.00352549		
865.04	0.00310364		
865.24	0.00311147		
865.44	0.00316001		
865.64	0.00313939		
865.84	0.00307796		
866.04	0.00326598		
866.24	0.00275883		
866.44	0.0030151		
866.64	0.00324835		
866.84	0.00320513		
867.04	0.00323189		
867.24	0.00320041		
867.44	0.00327722		
867.64	0.00307484		
867.84	0.00291708		
868.04	0.00314764		
868.24	0.00318712		
868.44	0.00325531		
868.64	0.00303427		
868.84	0.00269683		
869.04	0.00253188		
869.24	0.0028561		
869.44	0.00292743		
869.64	0.00307673		
869.84	0.0034009		
870.04	0.003556		
870.24	0.00358544		
870.44	0.00360014		
870.64	0.00383317		
870.84	0.00367326		
871.04	0.00410539		
871.24	0.00449079		
871.44	0.00474456		
871.64	0.00464751		
871.84	0.00475923		
872.04	0.00542345		
872.24	0.00554572		
872.44	0.00550004		
872.64	0.00563882		
872.84	0.00544557		
873.04	0.00583825		
873.24	0.00552674		
873.44	0.00528543		
873.64	0.00557224		
873.84	0.00510141		
874.04	0.00454796		
874.24	0.00438347		
