Conc1	1E-10	
Start1	450.03	
Stop1	2549.82	
Kobs	0.00296991435847791	
Error Kobs	0.000580990947569767	
Koff	0.00304361578885207	
Error Koff	NaN	
Time1	Data1	Fit1	
580.63	0.01323904	0.01332423	
580.83	0.01363923	0.01333383	
581.03	0.01381204	0.01334343	
581.23	0.01416804	0.01335301	
581.43	0.01421765	0.0133626	
581.63	0.01442039	0.01337218	
581.83	0.01454998	0.01338175	
582.03	0.01383193	0.01339132	
582.23	0.01371245	0.01340088	
582.43	0.01356571	0.01341044	
582.63	0.01333867	0.01342	
582.83	0.01321522	0.01342955	
583.03	0.01279131	0.01343909	
583.23	0.01259543	0.01344863	
583.43	0.01242444	0.01345817	
583.63	0.01194644	0.0134677	
583.83	0.01186317	0.01347723	
584.03	0.0118357	0.01348675	
584.23	0.01217161	0.01349626	
584.43	0.01213605	0.01350578	
584.63	0.01235175	0.01351528	
584.83	0.01236897	0.01352478	
585.03	0.01243944	0.01353428	
585.23	0.01287319	0.01354377	
585.43	0.0130686	0.01355326	
585.63	0.01347386	0.01356275	
585.83	0.01374479	0.01357222	
586.03	0.01391849	0.0135817	
586.23	0.01466954	0.01359117	
586.43	0.01508435	0.01360063	
586.63	0.01541377	0.01361009	
586.83	0.01493159	0.01361954	
587.03	0.0148404	0.01362899	
587.23	0.01446077	0.01363844	
587.43	0.01467098	0.01364788	
587.63	0.01432533	0.01365731	
587.83	0.01442235	0.01366674	
588.03	0.01391303	0.01367617	
588.23	0.01386735	0.01368559	
588.43	0.01333841	0.01369501	
588.63	0.01337954	0.01370442	
588.83	0.01362648	0.01371383	
589.03	0.01401409	0.01372323	
589.23	0.01360609	0.01373263	
589.43	0.01339735	0.01374202	
589.63	0.01337554	0.01375141	
589.83	0.01340268	0.01376079	
590.03	0.01346158	0.01377017	
590.23	0.01397865	0.01377955	
590.43	0.01412234	0.01378891	
590.63	0.01358534	0.01379828	
590.83	0.01324532	0.01380764	
591.03	0.01336817	0.01381699	
591.23	0.01333762	0.01382635	
591.43	0.01328386	0.01383569	
591.63	0.01302882	0.01384503	
591.83	0.01266059	0.01385437	
592.03	0.01242669	0.0138637	
592.23	0.01269138	0.01387303	
592.43	0.01309407	0.01388235	
592.63	0.01336462	0.01389167	
592.83	0.01353896	0.01390098	
593.03	0.01329413	0.01391029	
593.23	0.01314023	0.0139196	
593.43	0.01317004	0.01392889	
593.63	0.0132477	0.01393819	
593.83	0.01351962	0.01394748	
594.03	0.01381588	0.01395676	
594.23	0.01412459	0.01396605	
594.43	0.01337747	0.01397532	
594.63	0.01306817	0.01398459	
594.83	0.01307606	0.01399386	
595.03	0.01308396	0.01400312	
595.23	0.01346413	0.01401238	
595.43	0.01302876	0.01402163	
595.63	0.01303536	0.01403088	
595.83	0.0130503	0.01404012	
596.03	0.01309045	0.01404936	
596.23	0.01319398	0.0140586	
596.43	0.013125	0.01406783	
596.63	0.01298884	0.01407705	
596.83	0.01293597	0.01408627	
597.03	0.01242538	0.01409549	
597.23	0.0120866	0.0141047	
597.43	0.0121857	0.01411391	
597.63	0.01213923	0.01412311	
597.83	0.01217268	0.01413231	
598.03	0.01251615	0.0141415	
598.23	0.01262434	0.01415069	
598.43	0.01233592	0.01415987	
598.63	0.01314895	0.01416905	
598.83	0.01372569	0.01417823	
599.03	0.01345487	0.0141874	
599.23	0.01395535	0.01419656	
599.43	0.01377251	0.01420572	
599.63	0.01363499	0.01421488	
599.83	0.01392381	0.01422403	
600.03	0.01380761	0.01423318	
600.23	0.01373868	0.01424232	
600.43	0.01336339	0.01425146	
600.63	0.01386115	0.01426059	
600.83	0.01376264	0.01426972	
601.03	0.01324493	0.01427884	
601.23	0.01316163	0.01428796	
601.43	0.01359668	0.01429708	
601.63	0.0132701	0.01430619	
601.83	0.01351659	0.0143153	
