Conc1	2.5E-07	
Start1	450.03	
Stop1	2549.84	
Kobs	0.274215631591234	
Error Kobs	0.00343146478888905	
Koff	0.0033192808875656	
Error Koff	NaN	
Time1	Data1	Fit1	
589.83	0.26035782	0.26173893	
590.03	0.26047984	0.2618401	
590.23	0.26029718	0.26194122	
590.43	0.26055207	0.2620423	
590.63	0.26020513	0.26214334	
590.83	0.26065015	0.26224434	
591.03	0.2606969	0.26234529	
591.23	0.26086765	0.2624462	
591.43	0.26092341	0.26254707	
591.63	0.26137263	0.2626479	
591.83	0.26134066	0.26274868	
592.03	0.26162491	0.26284943	
592.23	0.26135357	0.26295013	
592.43	0.26131835	0.26305078	
592.63	0.2616418	0.2631514	
592.83	0.26143665	0.26325198	
593.03	0.26140322	0.26335251	
593.23	0.26175101	0.263453	
593.43	0.26106609	0.26355345	
593.63	0.26141797	0.26365385	
593.83	0.26148455	0.26375422	
594.03	0.26162739	0.26385454	
594.23	0.26134414	0.26395482	
594.43	0.26146698	0.26405506	
594.63	0.26132502	0.26415525	
594.83	0.2618883	0.26425541	
595.03	0.26191735	0.26435552	
595.23	0.26219235	0.26445559	
595.43	0.26266887	0.26455562	
595.63	0.26325413	0.2646556	
595.83	0.26327669	0.26475555	
596.03	0.2636556	0.26485545	
596.23	0.26421743	0.26495531	
596.43	0.26446585	0.26505513	
596.63	0.26443027	0.26515491	
596.83	0.26432017	0.26525465	
597.03	0.26425497	0.26535434	
597.23	0.26434011	0.26545399	
597.43	0.26425997	0.2655536	
597.63	0.26467195	0.26565317	
597.83	0.26387746	0.2657527	
598.03	0.26379198	0.26585219	
598.23	0.26400453	0.26595163	
598.43	0.26391853	0.26605103	
598.63	0.26400356	0.26615039	
598.83	0.26422989	0.26624971	
599.03	0.26411109	0.26634899	
599.23	0.26445632	0.26644823	
599.43	0.26511114	0.26654742	
599.63	0.26516135	0.26664658	
599.83	0.26510174	0.26674569	
600.03	0.26568617	0.26684476	
600.23	0.26601205	0.26694379	
600.43	0.26619136	0.26704277	
600.63	0.26611441	0.26714172	
600.83	0.26629328	0.26724063	
601.03	0.2662333	0.26733949	
601.23	0.2666333	0.26743831	
601.43	0.26677951	0.26753709	
601.63	0.26652445	0.26763583	
601.83	0.26632392	0.26773453	
602.03	0.26630721	0.26783318	
602.23	0.26645807	0.2679318	
602.43	0.26605554	0.26803037	
602.63	0.26628967	0.26812891	
602.83	0.26631583	0.2682274	
603.03	0.26647045	0.26832585	
603.23	0.26671924	0.26842426	
603.43	0.26655552	0.26852262	
603.63	0.26671768	0.26862095	
603.83	0.26768033	0.26871924	
604.03	0.26839132	0.26881748	
604.23	0.26884004	0.26891569	
604.43	0.2692	0.26901385	
604.63	0.26944753	0.26911197	
604.83	0.26960734	0.26921005	
605.03	0.26959434	0.26930809	
605.23	0.26956124	0.26940609	
605.43	0.26941122	0.26950404	
605.63	0.26913873	0.26960196	
605.83	0.26872985	0.26969983	
606.03	0.26822315	0.26979767	
606.23	0.26809854	0.26989546	
606.43	0.26747762	0.26999321	
606.63	0.26755448	0.27009093	
606.83	0.26710023	0.2701886	
607.03	0.26660522	0.27028623	
607.23	0.26645944	0.27038381	
607.43	0.26657869	0.27048136	
