Conc1	5E-09	
Start1	689.99	
Stop1	2789.79	
Kobs	0.00380373082482393	
Error Kobs	NaN	
Koff	0.00322384717252245	
Error Koff	NaN	
Time1	Data1	Fit1	
832.19	0.10192282	0.10780715	
832.39	0.102697	0.10791488	
832.59	0.10312757	0.10802253	
832.79	0.10337292	0.1081301	
832.99	0.10343969	0.10823759	
833.19	0.10370858	0.10834499	
833.39	0.10404982	0.10845232	
833.59	0.10401324	0.10855956	
833.79	0.104435	0.10866672	
833.99	0.10487055	0.1087738	
834.19	0.10463593	0.1088808	
834.39	0.10486941	0.10898771	
834.59	0.10439673	0.10909455	
834.79	0.10452017	0.1092013	
834.99	0.10351649	0.10930797	
835.19	0.10305721	0.10941456	
835.39	0.10304732	0.10952107	
835.59	0.10355085	0.1096275	
835.79	0.10395477	0.10973385	
835.99	0.10400589	0.10984012	
836.19	0.10390264	0.1099463	
836.39	0.10391467	0.11005241	
836.59	0.10393729	0.11015843	
836.79	0.10340783	0.11026438	
836.99	0.1033605	0.11037024	
837.19	0.1035563	0.11047602	
837.39	0.10374775	0.11058173	
837.59	0.10385057	0.11068735	
837.79	0.10442905	0.11079289	
837.99	0.10478673	0.11089835	
838.19	0.10498608	0.11100373	
838.39	0.10558679	0.11110904	
838.59	0.10567298	0.11121426	
838.79	0.10559335	0.1113194	
838.99	0.10537318	0.11142446	
839.19	0.1056238	0.11152944	
839.39	0.10607818	0.11163434	
839.59	0.10605721	0.11173916	
839.79	0.10553041	0.11184391	
839.99	0.10530069	0.11194857	
840.19	0.10523326	0.11205315	
840.39	0.10506535	0.11215766	
840.59	0.10550039	0.11226208	
840.79	0.10599563	0.11236642	
840.99	0.10655559	0.11247069	
841.19	0.10688468	0.11257487	
841.39	0.10721872	0.11267898	
841.59	0.10815041	0.11278301	
841.79	0.10858511	0.11288696	
841.99	0.10883556	0.11299083	
842.19	0.1087467	0.11309462	
842.39	0.10923361	0.11319833	
842.59	0.10915759	0.11330196	
842.79	0.10932603	0.11340551	
842.99	0.109596	0.11350899	
843.19	0.10930581	0.11361239	
843.39	0.10911381	0.1137157	
843.59	0.10854335	0.11381894	
843.79	0.10827699	0.1139221	
843.99	0.10791565	0.11402518	
844.19	0.10797811	0.11412819	
844.39	0.10789511	0.11423111	
844.59	0.10837296	0.11433396	
844.79	0.10844737	0.11443673	
844.99	0.10839823	0.11453942	
845.19	0.10887305	0.11464203	
845.39	0.10927325	0.11474457	
845.59	0.10965483	0.11484702	
845.79	0.10975506	0.1149494	
845.99	0.10963195	0.1150517	
846.19	0.11004562	0.11515393	
846.39	0.11144682	0.11525607	
846.59	0.1112656	0.11535814	
846.79	0.11132892	0.11546013	
846.99	0.11112928	0.11556204	
847.19	0.11097027	0.11566388	
847.39	0.11111552	0.11576564	
847.59	0.11123001	0.11586732	
847.79	0.11140192	0.11596892	
