Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000358427896235064	
Error Kobs	5.88450959951772E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
744.62	0.47658636	0.46989499	
744.82	0.47695782	0.47012755	
745.02	0.47687288	0.47035992	
745.22	0.47729681	0.47059209	
745.42	0.47704747	0.47082405	
745.62	0.47705305	0.47105582	
745.82	0.47721079	0.47128738	
746.02	0.47762289	0.47151874	
746.22	0.47795939	0.47174991	
746.42	0.47826928	0.47198087	
746.62	0.47811366	0.47221164	
746.82	0.47759998	0.4724422	
747.02	0.47778501	0.47267257	
747.22	0.47785058	0.47290274	
747.42	0.47839847	0.4731327	
747.62	0.47927748	0.47336247	
747.82	0.48028081	0.47359204	
748.02	0.4808576	0.47382142	
748.22	0.48217057	0.47405059	
748.42	0.48216494	0.47427957	
748.62	0.48239473	0.47450834	
748.82	0.48257864	0.47473693	
749.02	0.48284362	0.47496531	
749.22	0.48283499	0.47519349	
749.42	0.48277677	0.47542148	
749.62	0.4831064	0.47564928	
749.82	0.48296159	0.47587687	
750.02	0.48344488	0.47610427	
750.22	0.4830174	0.47633147	
750.42	0.48380198	0.47655848	
750.62	0.48374263	0.47678529	
750.82	0.48411758	0.4770119	
751.02	0.48446096	0.47723832	
751.22	0.48495131	0.47746454	
751.42	0.48539524	0.47769057	
751.62	0.4855619	0.4779164	
751.82	0.48539041	0.47814203	
752.02	0.48550978	0.47836747	
752.22	0.48558922	0.47859272	
752.42	0.4857176	0.47881777	
752.62	0.48560684	0.47904263	
752.82	0.4861382	0.47926729	
753.02	0.4862786	0.47949176	
753.22	0.48677734	0.47971604	
753.42	0.48736181	0.47994012	
753.62	0.48760663	0.48016401	
753.82	0.48838332	0.4803877	
754.02	0.48903919	0.4806112	
754.22	0.48950925	0.48083451	
754.42	0.49062417	0.48105763	
754.62	0.4912718	0.48128055	
754.82	0.49165501	0.48150328	
755.02	0.49161174	0.48172582	
755.22	0.49177176	0.48194816	
755.42	0.4921803	0.48217032	
755.62	0.49188567	0.48239228	
755.82	0.49218803	0.48261405	
756.02	0.49283933	0.48283562	
756.22	0.49268593	0.48305701	
756.42	0.49308009	0.48327821	
756.62	0.49270017	0.48349921	
756.82	0.49263308	0.48372002	
757.02	0.49248359	0.48394065	
757.22	0.49294924	0.48416108	
757.42	0.49335053	0.48438132	
757.62	0.49306988	0.48460137	
757.82	0.49366201	0.48482123	
758.02	0.49368411	0.4850409	
758.22	0.494272	0.48526039	
758.42	0.49482261	0.48547968	
758.62	0.49452637	0.48569878	
758.82	0.49464008	0.48591769	
759.02	0.49524675	0.48613642	
759.22	0.49602717	0.48635495	
759.42	0.49664377	0.4865733	
759.62	0.49762699	0.48679146	
759.82	0.4983151	0.48700942	
760.02	0.49857544	0.48722721	
760.22	0.49877215	0.4874448	
760.42	0.49907938	0.4876622	
760.62	0.49930443	0.48787942	
760.82	0.49919868	0.48809645	
761.02	0.49926253	0.48831329	
761.22	0.49901929	0.48852995	
761.42	0.49884441	0.48874641	
761.62	0.49827921	0.48896269	
761.82	0.49809412	0.48917879	
762.02	0.49818968	0.48939469	
762.22	0.49786305	0.48961041	
762.42	0.49772655	0.48982595	
762.62	0.49796583	0.49004129	
762.82	0.49872344	0.49025646	
763.02	0.49941941	0.49047143	
763.22	0.49990901	0.49068622	
763.42	0.50064588	0.49090083	
763.62	0.50130486	0.49111525	
763.82	0.50108534	0.49132948	
764.02	0.50151941	0.49154353	
764.22	0.5016766	0.49175739	
764.42	0.50179545	0.49197107	
764.62	0.50178905	0.49218457	
764.82	0.50186452	0.49239788	
765.02	0.50222042	0.492611	
765.22	0.50229198	0.49282394	
765.42	0.50281387	0.4930367	
765.62	0.50324173	0.49324928	
765.82	0.50342745	0.49346167	
766.02	0.50387088	0.49367387	
766.22	0.50396347	0.4938859	
766.42	0.50481947	0.49409774	
766.62	0.50497048	0.4943094	
766.82	0.50558467	0.49452087	
767.02	0.50570544	0.49473216	
767.22	0.50579731	0.49494327	
767.42	0.50605158	0.4951542	
767.62	0.5055561	0.49536494	
767.82	0.50564637	0.49557551	
768.02	0.50542553	0.49578589	
768.22	0.50535742	0.49599609	
768.42	0.50572582	0.4962061	
768.62	0.50575877	0.49641594	
768.82	0.50627948	0.49662559	
769.02	0.50687941	0.49683507	
769.22	0.50706625	0.49704436	
769.42	0.50789208	0.49725347	
769.62	0.50844174	0.4974624	
769.82	0.50869585	0.49767115	
770.02	0.50902176	0.49787972	
770.22	0.5095651	0.49808811	
770.42	0.51019448	0.49829632	
770.62	0.51046905	0.49850436	
770.82	0.5109969	0.49871221	
771.02	0.51102308	0.49891988	
771.22	0.51096738	0.49912737	
771.42	0.51111732	0.49933468	
771.62	0.5111659	0.49954181	
771.82	0.51196539	0.49974877	
772.02	0.51150214	0.49995554	
772.22	0.51196782	0.50016214	
772.42	0.51199415	0.50036856	
772.62	0.51213558	0.5005748	
772.82	0.5123492	0.50078086	
773.02	0.51236675	0.50098675	
773.22	0.51247703	0.50119245	
773.42	0.51278022	0.50139798	
773.62	0.51259375	0.50160333	
773.82	0.51249171	0.50180851	
774.02	0.51262697	0.5020135	
774.22	0.51322936	0.50221832	
774.42	0.51390407	0.50242296	
774.62	0.51408941	0.50262743	
774.82	0.51471278	0.50283172	
775.02	0.51500914	0.50303583	
775.22	0.51447204	0.50323977	
775.42	0.51469898	0.50344353	
775.62	0.51456876	0.50364711	
775.82	0.51524192	0.50385052	
776.02	0.51501665	0.50405375	
776.22	0.51629144	0.50425681	
776.42	0.51672334	0.50445969	
776.62	0.51749912	0.50466239	
776.82	0.51797203	0.50486492	
777.02	0.51819069	0.50506728	
777.22	0.51889291	0.50526946	
