Conc1	1E-06	
Start1	690.02	
Stop1	2789.81	
Kobs	0.000398783111523868	
Error Kobs	5.09154031860846E-05	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
810.42	0.46075704	0.45295166	
810.62	0.4603735	0.45310566	
810.82	0.4606796	0.4532595	
811.02	0.46059556	0.45341318	
811.22	0.46002289	0.45356669	
811.42	0.46022413	0.45372003	
811.62	0.4598409	0.45387321	
811.82	0.45983099	0.45402623	
812.02	0.46035848	0.45417908	
812.22	0.46047507	0.45433177	
812.42	0.46050112	0.45448429	
812.62	0.46088655	0.45463665	
812.82	0.46152839	0.45478885	
813.02	0.46157347	0.45494088	
813.22	0.46151703	0.45509276	
813.42	0.46156023	0.45524446	
813.62	0.46226056	0.45539601	
813.82	0.46292681	0.45554739	
814.02	0.46308326	0.45569861	
814.22	0.46344734	0.45584967	
814.42	0.46342882	0.45600057	
814.62	0.46358945	0.4561513	
814.82	0.46398686	0.45630188	
815.02	0.46428571	0.45645229	
815.22	0.46446636	0.45660254	
815.42	0.46445515	0.45675263	
815.62	0.46410342	0.45690256	
815.82	0.46506474	0.45705232	
816.02	0.46519995	0.45720193	
816.22	0.46469914	0.45735138	
816.42	0.46470462	0.45750066	
816.62	0.46525136	0.45764979	
816.82	0.46540195	0.45779875	
817.02	0.46513319	0.45794756	
817.22	0.46537277	0.45809621	
817.42	0.46541431	0.45824469	
817.62	0.46549849	0.45839302	
817.82	0.46574712	0.45854119	
818.02	0.46588614	0.4586892	
818.22	0.46592069	0.45883705	
818.42	0.4664856	0.45898475	
818.62	0.46653631	0.45913228	
818.82	0.46661081	0.45927966	
819.02	0.46691147	0.45942688	
819.22	0.46705541	0.45957394	
819.42	0.46716796	0.45972084	
819.62	0.46740482	0.45986758	
819.82	0.46739898	0.46001417	
820.02	0.46691122	0.4601606	
820.22	0.46692107	0.46030688	
820.42	0.46747575	0.46045299	
820.62	0.46770341	0.46059895	
820.82	0.46801526	0.46074476	
821.02	0.46801831	0.4608904	
821.22	0.46791544	0.46103589	
821.42	0.46826607	0.46118123	
821.62	0.4684654	0.46132641	
821.82	0.46885308	0.46147143	
822.02	0.46908166	0.4616163	
822.22	0.46968315	0.46176101	
822.42	0.47007437	0.46190557	
822.62	0.4701378	0.46204997	
822.82	0.47017034	0.46219422	
823.02	0.47058396	0.46233831	
823.22	0.47053055	0.46248225	
823.42	0.47050027	0.46262603	
823.62	0.47027376	0.46276966	
823.82	0.46969821	0.46291314	
824.02	0.47015647	0.46305646	
824.22	0.47014235	0.46319963	
824.42	0.47000462	0.46334264	
824.62	0.47015059	0.4634855	
824.82	0.47055148	0.46362821	
825.02	0.47044922	0.46377076	
825.22	0.47065191	0.46391317	
825.42	0.47142411	0.46405542	
825.62	0.47136329	0.46419751	
825.82	0.47153278	0.46433946	
826.02	0.47192613	0.46448125	
826.22	0.47168881	0.46462289	
826.42	0.47206373	0.46476438	
826.62	0.47249557	0.46490571	
826.82	0.47262079	0.4650469	
827.02	0.47258069	0.46518793	
827.22	0.47252379	0.46532881	
827.42	0.47253896	0.46546955	
827.62	0.47264442	0.46561013	
827.82	0.47260957	0.46575055	
828.02	0.472877	0.46589083	
828.22	0.47246119	0.46603096	
828.42	0.47234899	0.46617094	
828.62	0.47259903	0.46631077	
828.82	0.47265964	0.46645045	
829.02	0.47241886	0.46658997	
829.22	0.47244843	0.46672935	
829.42	0.47251907	0.46686858	
829.62	0.47243244	0.46700766	
829.82	0.47240413	0.46714659	
830.02	0.47255257	0.46728537	
830.22	0.47261564	0.46742401	
830.42	0.47319667	0.46756249	
830.62	0.473455	0.46770083	
830.82	0.47363443	0.46783901	
831.02	0.47434427	0.46797705	
831.22	0.47512741	0.46811494	
831.42	0.47546152	0.46825269	
831.62	0.47596026	0.46839028	
831.82	0.47603686	0.46852773	
832.02	0.47594191	0.46866503	
832.22	0.47634496	0.46880219	
832.42	0.47685218	0.46893919	
832.62	0.4773235	0.46907605	
832.82	0.47720701	0.46921276	
833.02	0.47719247	0.46934933	
833.22	0.47719388	0.46948575	
833.42	0.47703019	0.46962202	
833.62	0.47690219	0.46975815	
833.82	0.47633703	0.46989413	
834.02	0.4765527	0.47002997	
834.22	0.47660192	0.47016566	
834.42	0.47662677	0.4703012	
834.62	0.47705582	0.4704366	
834.82	0.47711323	0.47057185	
835.02	0.47757441	0.47070696	
835.22	0.47774194	0.47084192	
835.42	0.47774143	0.47097674	
835.62	0.47786521	0.47111142	
835.82	0.47779753	0.47124595	
836.02	0.47816906	0.47138033	
836.22	0.47886669	0.47151457	
836.42	0.47902303	0.47164867	
836.62	0.47917974	0.47178262	
836.82	0.47944952	0.47191643	
837.02	0.47967464	0.4720501	
837.22	0.47995486	0.47218362	
837.42	0.4798758	0.472317	
837.62	0.48067425	0.47245024	
837.82	0.48115459	0.47258334	
838.02	0.48110802	0.47271629	
838.22	0.48120723	0.4728491	
838.42	0.48142297	0.47298176	
838.62	0.48184287	0.47311429	
838.82	0.48217766	0.47324667	
839.02	0.48214576	0.47337891	
839.22	0.48223367	0.47351101	
839.42	0.48220465	0.47364296	
839.62	0.48154615	0.47377478	
839.82	0.48069205	0.47390645	
840.02	0.48063028	0.47403798	
840.22	0.48040012	0.47416937	
840.42	0.48011276	0.47430062	
840.62	0.47959723	0.47443173	
840.82	0.47979326	0.4745627	
841.02	0.47974425	0.47469353	
841.22	0.4802709	0.47482422	
841.42	0.4801515	0.47495477	
841.62	0.48045625	0.47508518	
841.82	0.48041289	0.47521545	
842.02	0.48011321	0.47534557	
842.22	0.48047106	0.47547556	
842.42	0.48086128	0.47560541	
842.62	0.4812526	0.47573512	
842.82	0.48175042	0.47586469	
843.02	0.4816364	0.47599413	
843.22	0.48151524	0.47612342	
843.42	0.48159347	0.47625258	
843.62	0.48132598	0.47638159	
843.82	0.48160532	0.47651047	
844.02	0.48218509	0.47663921	
844.22	0.48214205	0.47676781	
844.42	0.48168241	0.47689628	
844.62	0.48133814	0.4770246	
844.82	0.48154124	0.47715279	
845.02	0.48165618	0.47728084	
845.22	0.48174582	0.47740876	
845.42	0.48179975	0.47753653	
845.62	0.48205405	0.47766417	
845.82	0.48238893	0.47779167	
846.02	0.48255023	0.47791904	
846.22	0.48249827	0.47804627	
846.42	0.48280012	0.47817336	
846.62	0.48329126	0.47830032	
846.82	0.48387731	0.47842714	
847.02	0.4839942	0.47855382	
847.22	0.48448614	0.47868037	
847.42	0.48527902	0.47880678	
847.62	0.48536978	0.47893306	
847.82	0.48548035	0.4790592	
848.02	0.48526622	0.47918521	
848.22	0.48472154	0.47931108	
848.42	0.48458176	0.47943682	
848.62	0.48359757	0.47956242	
848.82	0.48325877	0.47968789	
849.02	0.48356727	0.47981322	
849.22	0.48356077	0.47993842	
849.42	0.48320678	0.48006348	
849.62	0.48311476	0.48018841	
849.82	0.48296664	0.48031321	
850.02	0.48300656	0.48043787	
850.22	0.48281202	0.4805624	
850.42	0.48345094	0.48068679	
